stcode,stname,ctyname,census2010pop,estimatesbase2010,popestimate2019,npopchg_2019,births2019,deaths2019,naturalinc2019,internationalmig2019,domesticmig2019,netmig2019,residual2019,gqestimates2019,rbirth2019,rdeath2019,rnaturalinc2019,rinternationalmig2019,rdomesticmig2019,rnetmig2019
GA,Georgia,Clay County,3183,3186,2834,-50,22,35,-13,-2,-34,-36,-1,57,7.6949982511,12.242042672,-4.547044421,-0.699545296,-11.89227002,-12.59181532
GA,Georgia,Clayton County,259424,259630,292256,3059,4074,1852,2222,423,408,831,6,4773,14.013170454,6.3702483262,7.6429221278,1.4549757246,1.4033808408,2.8583565654
GA,Georgia,Clinch County,6798,6792,6618,15,83,57,26,8,-18,-10,-1,126,12.555782467,8.6226457908,3.9331366765,1.2101959005,-2.722940776,-1.512744876
GA,Georgia,Cobb County,688078,688065,760141,4071,9155,4719,4436,1754,-2114,-360,-5,9690,12.076155627,6.2247272972,5.8514283302,2.3136621486,-2.788530092,-0.474867944
GA,Georgia,Marion County,8742,8738,8359,-14,86,90,-4,-3,-8,-11,1,76,10.279703562,10.757829309,-0.478125747,-0.35859431,-0.956251494,-1.314845804
GA,Georgia,Meriwether County,21992,21978,21167,73,239,268,-29,0,102,102,0,246,11.310664679,12.683088427,-1.372423748,0.0,4.8271455952,4.8271455952
GA,Georgia,Miller County,6125,6127,5718,34,69,85,-16,0,49,49,1,127,12.1031398,14.909664971,-2.806525171,0.0,8.5949833363,8.5949833363
GA,Georgia,Mitchell County,23498,23501,21863,-272,245,236,9,8,-289,-281,0,2109,11.136869858,10.727760353,0.409109505,0.3636528933,-13.13696077,-12.77330788
GA,Georgia,Monroe County,26424,26167,27578,75,241,342,-101,-8,187,179,-3,1154,8.7507488971,12.418075198,-3.667326301,-0.290481291,6.7900001816,6.4995188904
GA,Georgia,Montgomery County,9123,9181,9172,4,102,86,16,3,-14,-11,-1,806,11.123227917,9.3784078517,1.7448200654,0.3271537623,-1.526717557,-1.199563795
GA,Georgia,Morgan County,17868,17871,19276,445,215,172,43,1,399,400,2,163,11.28401606,9.027212848,2.256803212,0.0524837956,20.941034456,20.993518251
GA,Georgia,Murray County,39628,39628,40096,153,475,416,59,21,76,97,-3,272,11.869213758,10.39493247,1.4742812879,0.5247441872,1.8990742013,2.4238183885
GA,Georgia,Muscogee County,189885,190570,195769,1600,2774,1922,852,204,544,748,0,6728,14.227902897,9.8579774221,4.3699254753,1.0463201842,2.790187158,3.8365073422
GA,Georgia,Newton County,99958,99967,111744,2323,1373,906,467,37,1822,1859,-3,1649,12.41606945,8.1929780933,4.2230913571,0.3345918206,16.476386408,16.810978229
GA,Georgia,Oconee County,32808,32831,40280,802,359,249,110,4,693,697,-5,146,9.002231751,6.2438877605,2.7583439906,0.1003034178,17.377567141,17.477870558
GA,Georgia,Oglethorpe County,14899,14881,15259,179,163,154,9,3,166,169,1,217,10.745245394,10.151949636,0.5932957579,0.1977652526,10.943010646,11.140775899
GA,Georgia,Paulding County,142324,142397,168667,4614,1860,1079,781,5,3820,3825,8,530,11.180572253,6.4859341188,4.6946381342,0.0300553018,22.962250541,22.992305843
GA,Georgia,Peach County,27695,27807,27546,183,339,283,56,11,119,130,-3,1438,12.347702562,10.307964086,2.0397384764,0.400662915,4.3344442623,4.7351071773
GA,Georgia,Pickens County,29431,29404,32591,577,297,349,-52,2,625,627,2,398,9.1943348038,10.804117328,-1.609782525,0.0619147125,19.348347651,19.410262364
GA,Georgia,Pierce County,18758,18760,19465,77,263,226,37,-8,47,39,1,149,13.538208118,11.633593288,1.9046148303,-0.411808612,2.4193755952,2.0075669832
GA,Georgia,Forsyth County,175511,175484,244252,7259,2435,1340,1095,409,5743,6152,12,652,10.119585658,5.5688890274,4.5506966306,1.6997579196,23.867260959,25.567018878
GA,Georgia,Franklin County,22084,22093,23349,315,287,300,-13,26,301,327,1,816,12.375223681,12.935773883,-0.560550202,1.1211004032,12.978893129,14.099993532
GA,Georgia,Fulton County,920581,920445,1063937,13806,12612,7418,5194,3003,5556,8559,53,34098,11.931498892,7.0177496656,4.9137492266,2.8409682186,5.256216924,8.0971851426
GA,Georgia,Gilmer County,28292,28294,31369,534,313,367,-54,-1,586,585,3,171,10.063661501,11.799884252,-1.736222751,-0.032152273,18.841232075,18.809079802
GA,Georgia,Glascock County,3082,3086,2971,-6,29,35,-6,0,0,0,0,86,9.7511768662,11.768661735,-2.017484869,0.0,0.0,0.0
GA,Georgia,Glynn County,79626,79627,85292,317,916,923,-7,8,318,326,-2,1538,10.759571731,10.841795533,-0.082223801,0.0939700588,3.7353098369,3.8292798957
GA,Georgia,Gordon County,55186,55221,57963,335,669,571,98,23,217,240,-3,669,11.575295655,9.8796619114,1.6956337431,0.3979548581,3.754617574,4.1525724321
GA,Georgia,Grady County,25011,25013,24633,-141,299,264,35,0,-178,-178,2,200,12.10354808,10.686744793,1.416803287,0.0,-7.205456717,-7.205456717
GA,Georgia,Greene County,15994,15996,18324,591,176,228,-52,25,616,641,2,177,9.7623207699,12.646642816,-2.884322046,1.3866932912,34.168122695,35.554815986
GA,Georgia,Gwinnett County,805321,805286,936250,8913,11368,4729,6639,2348,-59,2289,-15,4947,12.200128033,5.0751588201,7.1249692126,2.5198716239,-0.06331875,2.4565528736
GA,Georgia,Habersham County,43041,43032,45328,-45,537,449,88,2,-134,-132,-1,2387,11.841104288,9.9006626167,1.940441671,0.0441009471,-2.954763454,-2.910662506
GA,Georgia,Hall County,179684,179724,204441,2903,2586,1600,986,73,1830,1903,14,2962,12.7395752,7.882181098,4.8573941017,0.3596245126,9.0152446309,9.3748691435
GA,Georgia,Hancock County,9429,9401,8457,89,49,120,-71,4,155,159,1,1301,5.8246656761,14.26448737,-8.439821694,0.4754829123,18.424962853,18.900445765
GA,Georgia,Haralson County,28780,28775,29792,231,350,347,3,-5,235,230,-2,350,11.793843614,11.692753526,0.1010900881,-0.16848348,7.9187235692,7.750240089
GA,Georgia,Harris County,32024,31994,35236,676,307,332,-25,-2,707,705,-4,456,8.7970657344,9.5134391656,-0.716373431,-0.057309874,20.259040633,20.201730758
GA,Georgia,Hart County,25213,25210,26205,134,249,312,-63,-2,199,197,0,662,9.5263600888,11.936643967,-2.410283878,-0.076516949,7.6134363762,7.5369194277
GA,Georgia,Heard County,11834,11829,11923,52,125,128,-3,-2,57,55,0,130,10.506850467,10.759014878,-0.252164411,-0.168109607,4.7911238127,4.6230142053
GA,Georgia,Henry County,203922,203777,234561,4833,2602,1679,923,26,3894,3920,-10,982,11.208536063,7.2325642003,3.9759718624,0.1119992074,16.774035138,16.886034345
GA,Georgia,Houston County,139900,139819,157863,2340,1958,1284,674,141,1528,1669,-3,1521,12.495771987,8.1943673297,4.3014046575,0.8998487488,9.7515523986,10.651401147
GA,Georgia,Irwin County,9538,9513,9416,20,104,114,-10,-1,31,30,0,1147,11.056772273,12.119923453,-1.06315118,-0.106315118,3.2957686583,3.1894535403
GA,Georgia,Jackson County,60485,60461,72977,2652,918,614,304,26,2311,2337,11,724,12.812103111,8.5693151526,4.2427879583,0.3628700227,32.253562407,32.616432429
GA,Georgia,Jasper County,13900,13894,14219,190,145,138,7,-1,180,179,4,95,10.266213537,9.7706032285,0.4956103087,-0.070801473,12.744265081,12.673463608
GA,Georgia,Jeff Davis County,15068,15074,15115,67,190,150,40,9,18,27,0,112,12.598216358,9.9459602825,2.6522560753,0.5967576169,1.1935152339,1.7902728508
GA,Georgia,Jefferson County,16930,16916,15362,-62,179,226,-47,5,-19,-14,-1,600,11.628662379,14.681998311,-3.053335932,0.3248229715,-1.234327292,-0.90950432
GA,Georgia,Jenkins County,8340,8333,8676,-89,97,107,-10,9,-88,-79,0,1181,11.123215412,12.26993865,-1.146723238,1.0320509145,-10.0911645,-9.059113583
GA,Georgia,Johnson County,9980,9974,9643,-63,105,113,-8,-2,-54,-56,1,1650,10.853274071,11.680190191,-0.82691612,-0.20672903,-5.581683808,-5.788412838
GA,Georgia,Jones County,28669,28668,28735,55,216,292,-76,0,133,133,-2,306,7.5241661587,10.171557955,-2.647391797,0.0,4.632935644,4.632935644
GA,Georgia,Lamar County,18317,18311,19077,116,215,236,-21,25,113,138,-1,1174,11.304484989,12.408643988,-1.104158999,1.3144749987,5.9414269941,7.2559019927
GA,Georgia,Lanier County,10078,10077,10423,68,116,114,2,-4,70,66,0,260,11.165655982,10.973144672,0.19251131,-0.38502262,6.7378958514,6.3528732313
GA,Georgia,Laurens County,48434,48435,47546,210,615,561,54,2,155,157,-1,1203,12.963470416,11.825214477,1.138255939,0.0421576274,3.2672161211,3.3093737484
GA,Georgia,Lee County,28298,28295,29992,241,325,245,80,3,161,164,-3,906,10.879935725,8.2017977001,2.6781380245,0.1004301759,5.3897527744,5.4901829503
GA,Georgia,Liberty County,63453,63585,61435,829,1361,384,977,-45,-101,-146,-2,1310,22.30397981,6.2929671176,16.011012692,-0.737457084,-1.655181455,-2.39263854
GA,Georgia,Lincoln County,7996,7996,7921,-4,75,94,-19,2,14,16,-1,67,9.4661113215,11.864192856,-2.398081535,0.2524296352,1.7670074467,2.0194370819
GA,Georgia,Long County,14464,14344,19559,468,270,113,157,1,310,311,0,329,13.971539457,5.8473479948,8.1241914618,0.0517464424,16.041397154,16.093143596
GA,Georgia,Lowndes County,109233,109248,117406,1097,1643,993,650,112,336,448,-1,6029,14.05985923,8.4975290418,5.5623301885,0.9584322786,2.8752968359,3.8337291145
GA,Georgia,Lumpkin County,29966,29953,33610,711,279,300,-21,-13,738,725,7,3052,8.3898419763,9.0213354584,-0.631493482,-0.390924537,22.192485228,21.801560691
GA,Georgia,McDuffie County,21875,21867,21312,-220,261,251,10,-11,-220,-231,1,266,12.183736346,11.716926524,0.4668098217,-0.513490804,-10.26981608,-10.78330688
GA,Georgia,McIntosh County,14333,14330,14378,56,111,141,-30,-1,86,85,1,71,7.7351916376,9.8257839721,-2.090592334,-0.069686411,5.9930313589,5.9233449477
GA,Georgia,Macon County,14740,14743,12947,-213,124,160,-36,4,-182,-178,1,1894,9.4993679856,12.257249014,-2.757881028,0.3064312253,-13.94262075,-13.63618953
GA,Georgia,Madison County,28120,28167,29880,238,317,308,9,19,212,231,-2,248,10.651523806,10.349114613,0.3024091932,0.638419408,7.1234165519,7.7618359598
GA,Georgia,White County,27144,27139,30798,810,288,316,-28,2,830,832,6,822,9.4758661534,10.397130918,-0.921264765,0.0658046261,27.308919817,27.374724443
GA,Georgia,Whitfield County,102599,102605,104628,379,1305,837,468,41,-130,-89,0,1126,12.495392025,8.0142859195,4.4811061055,0.3925755349,-1.244751696,-0.852176161
GA,Georgia,Wilcox County,9255,9256,8635,-192,78,88,-10,1,-184,-183,1,1854,8.9336845722,10.079028748,-1.145344176,0.1145344176,-21.07433284,-20.95979842
GA,Georgia,Wilkes County,10593,10593,9777,-87,95,147,-52,6,-39,-33,-2,183,9.6736418716,14.968687949,-5.295046077,0.610966855,-3.971284558,-3.360317703
GA,Georgia,Wilkinson County,9563,9570,8954,-89,104,127,-23,0,-65,-65,-1,180,11.557481803,14.113463355,-2.555981552,0.0,-7.223426127,-7.223426127
GA,Georgia,Worth County,21679,21667,20247,-55,213,230,-17,0,-38,-38,0,177,10.505807788,11.34429949,-0.838491701,0.0,-1.874275568,-1.874275568
HI,Hawaii,Hawaii,1360301,1360307,1415872,-4721,16878,12748,4130,5014,-13817,-8803,-48,42918,11.900728548,8.9886531299,2.9120754178,3.5353864758,-9.742408244,-6.207021768
HI,Hawaii,Hawaii County,185079,185076,201513,4,2237,2003,234,427,-643,-216,-14,3741,11.101130956,9.9399040251,1.1612269305,2.1189910228,-3.190892805,-1.071901782
HI,Hawaii,Honolulu County,953207,953206,974563,-5295,12013,8595,3418,3736,-12427,-8691,-22,35133,12.293154853,8.7954437657,3.4977110868,3.8231271563,-12.71680974,-8.893682579
HI,Hawaii,Kalawao County,90,90,86,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0
HI,Hawaii,Kauai County,67091,67095,72293,125,794,704,90,269,-230,39,-4,1179,10.992586234,9.7465752002,1.2460110341,3.7241885353,-3.184250421,0.5399381148
HI,Hawaii,Maui County,154834,154840,167417,445,1834,1446,388,582,-517,65,-8,2862,10.969260352,8.6486098526,2.3206504999,3.4809757498,-3.09220698,0.3887687693
ID,Idaho,Idaho,1567582,1567657,1787065,36529,22220,13308,8912,167,27360,27527,90,30331,12.562185504,7.523742785,5.0384427187,0.0944142655,15.468109603,15.562523869
ID,Idaho,Ada County,392365,392372,481587,12823,4980,3055,1925,26,10815,10841,57,11386,10.480338317,6.4292035259,4.0511347913,0.0547166258,22.760011827,22.814728453
ID,Idaho,Adams County,3976,3978,4294,60,31,27,4,1,56,57,-1,21,7.2701688555,6.3320825516,0.9380863039,0.234521576,13.133208255,13.367729831
ID,Idaho,Bannock County,82839,82842,87808,1134,1170,709,461,66,606,672,1,2016,13.411125503,8.1269128048,5.2842126982,0.7565250284,6.9462752605,7.7028002889
ID,Idaho,Bear Lake County,5986,5986,6125,81,77,63,14,2,65,67,0,31,12.65510724,10.354178651,2.300928589,0.3287040841,10.682882735,11.011586819
ID,Idaho,Benewah County,9285,9283,9298,80,96,99,-3,1,81,82,1,70,10.36941024,10.69345431,-0.32404407,0.10801469,8.7491898898,8.8572045798
ID,Idaho,Bingham County,45607,45605,46811,682,593,377,216,8,461,469,-3,322,12.760921024,8.112760921,4.6481601033,0.1721540779,9.920378739,10.092532817
ID,Idaho,Blaine County,21376,21377,23021,250,192,106,86,119,45,164,0,274,8.3857442348,4.6296296296,3.7561146052,5.1974143955,1.965408805,7.1628232006
ID,Idaho,Boise County,7028,7027,7831,176,59,58,1,1,174,175,0,34,7.6197856128,7.4906367041,0.1291489087,0.1291489087,22.471910112,22.601059021
ID,Idaho,Bonner County,40877,40877,45739,1034,426,438,-12,-13,1057,1044,2,348,9.420193711,9.6855512804,-0.265357569,-0.2874707,23.373579231,23.086108531
ID,Idaho,Bonneville County,104234,104294,119062,2618,1876,863,1013,-33,1633,1600,5,1225,15.931653546,7.3289003253,8.6027532207,-0.280247637,13.868011855,13.587764218
ID,Idaho,Boundary County,10972,10972,12245,229,134,132,2,2,225,227,0,77,11.046535592,10.881661927,0.1648736656,0.1648736656,18.548287375,18.71316104
GA,Georgia,Pike County,17869,17873,18962,315,205,189,16,0,299,299,0,259,10.901645883,10.050785716,0.8508601664,0.0,15.900449361,15.900449361
GA,Georgia,Polk County,41475,41495,42613,267,580,489,91,-5,181,176,0,385,13.653644699,11.511434927,2.1422097718,-0.117703834,4.2608787768,4.1431749432
GA,Georgia,Pulaski County,12010,11999,11137,57,92,114,-22,-2,79,77,2,1240,8.2819462574,10.262411667,-1.980465409,-0.18004231,7.1116712427,6.9316289328
GA,Georgia,Putnam County,21218,21218,22119,299,212,276,-64,3,357,360,3,157,9.6497416873,12.562871253,-2.913129566,0.1365529484,16.24980086,16.386353809
GA,Georgia,Quitman County,2513,2510,2299,39,16,24,-8,0,46,46,1,0,7.0190831323,10.528624698,-3.509541566,0.0,20.179864005,20.179864005
GA,Georgia,Rabun County,16276,16273,17137,280,144,212,-68,0,347,347,1,448,8.4720833088,12.472789316,-4.000706007,0.0,20.415367418,20.415367418
GA,Georgia,Randolph County,7719,7721,6778,-34,63,71,-8,-1,-25,-26,0,350,9.2715231788,10.448859455,-1.177336277,-0.147167035,-3.679175865,-3.826342899
GA,Georgia,Richmond County,200549,200594,202518,851,2893,2040,853,82,-76,6,-8,12933,14.315226938,10.094387471,4.2208394671,0.4057547905,-0.376065416,0.0296893749
GA,Georgia,Rockdale County,85215,85169,90896,391,971,750,221,38,136,174,-4,766,10.705563916,8.2689731589,2.4365907575,0.4189613067,1.4994404661,1.9184017729
GA,Georgia,Schley County,5010,5013,5257,27,46,38,8,12,7,19,0,0,8.7727662821,7.2470677982,1.5256984838,2.2885477258,1.3349861734,3.6235338991
GA,Georgia,Screven County,14593,14594,13966,6,196,176,20,3,-17,-14,0,479,14.037098045,12.604741101,1.4323569434,0.2148535415,-1.217503402,-1.00264986
GA,Georgia,Seminole County,8729,8729,8090,-180,94,116,-22,-1,-157,-158,0,53,11.491442543,14.180929095,-2.689486553,-0.122249389,-19.19315403,-19.31540342
GA,Georgia,Spalding County,64073,64109,66703,596,824,827,-3,3,595,598,1,1384,12.408704164,12.453881485,-0.045177321,0.045177321,8.960168662,9.005345983
GA,Georgia,Stephens County,26175,26153,25925,-82,317,356,-39,0,-42,-42,-1,567,12.208272356,13.710236463,-1.501964107,0.0,-1.617499807,-1.617499807
GA,Georgia,Stewart County,6058,6060,6621,186,34,62,-28,170,45,215,-1,1701,5.2083333333,9.4975490196,-4.289215686,26.041666667,6.8933823529,32.93504902
GA,Georgia,Sumter County,32819,32815,29524,-272,377,339,38,27,-340,-313,3,1685,12.71072151,11.429534727,1.2811867835,0.9103169252,-11.46325017,-10.55293324
GA,Georgia,Talbot County,6865,6890,6195,-95,63,91,-28,0,-67,-67,0,0,10.092110533,14.577492992,-4.485382459,0.0,-10.73287946,-10.73287946
GA,Georgia,Taliaferro County,1717,1717,1537,-75,13,27,-14,1,-62,-61,0,7,8.2565893935,17.148301048,-8.891711654,0.635122261,-39.37758018,-38.74245792
GA,Georgia,Tattnall County,25520,25510,25286,-199,254,245,9,32,-242,-210,2,4452,10.005711922,9.6511788226,0.3545330996,1.2605621319,-9.533001123,-8.272438991
GA,Georgia,Taylor County,8906,8909,8020,0,86,83,3,0,-2,-2,-1,148,10.72319202,10.349127182,0.3740648379,0.0,-0.249376559,-0.249376559
GA,Georgia,Telfair County,16500,16490,15860,-114,137,156,-19,50,-146,-96,1,3143,8.6071495885,9.8008418672,-1.193692279,3.1412954703,-9.172582773,-6.031287303
GA,Georgia,Terrell County,9315,9507,8531,-56,98,115,-17,0,-38,-38,-1,268,11.44993574,13.436149083,-1.986213343,0.0,-4.439771001,-4.439771001
GA,Georgia,Thomas County,44720,44723,44451,117,531,516,15,18,87,105,-3,662,11.96147998,11.623585065,0.3378949147,0.4054738976,1.9597905052,2.3652644028
GA,Georgia,Tift County,40118,40136,40644,102,554,419,135,-4,-30,-34,1,1587,13.647673244,10.321976695,3.3256965487,-0.098539157,-0.739043677,-0.837582834
GA,Georgia,Toombs County,27223,27170,26830,-72,372,308,64,-17,-118,-135,-1,390,13.846497432,11.464304325,2.3821931065,-0.632770044,-4.39216854,-5.024938584
GA,Georgia,Towns County,10471,10477,12037,171,94,181,-87,4,253,257,1,1166,7.8651215329,15.144542526,-7.279420993,0.3346860227,21.168890934,21.503576957
GA,Georgia,Treutlen County,6885,6883,6901,88,71,74,-3,6,85,91,0,498,10.354382383,10.791891498,-0.437509115,0.8750182295,12.396091585,13.271109815
GA,Georgia,Troup County,67044,67040,69922,-156,886,763,123,94,-377,-283,4,2159,12.657142857,10.9,1.7571428571,1.3428571429,-5.385714286,-4.042857143
GA,Georgia,Turner County,8930,8933,7985,77,111,92,19,0,59,59,-1,392,13.968413767,11.577424023,2.3909897439,0.0,7.4246523627,7.4246523627
GA,Georgia,Twiggs County,9023,9026,8120,-54,72,141,-69,14,2,16,-1,106,8.8376089358,17.306984166,-8.46937523,1.7184239597,0.2454891371,1.9639130968
GA,Georgia,Union County,21356,21358,24511,606,167,305,-138,-6,747,741,3,296,6.8985459352,12.59914078,-5.700594845,-0.24785195,30.857567746,30.609715796
GA,Georgia,Upson County,27153,27149,26320,135,306,400,-94,-4,238,234,-5,414,11.656032759,15.236644129,-3.58061137,-0.152366441,9.0658032568,8.9134368155
GA,Georgia,Walker County,68756,68738,69761,318,745,835,-90,18,391,409,-1,1353,10.70371541,11.996781702,-1.293066291,0.2586132582,5.6176546651,5.8762679233
GA,Georgia,Walton County,83768,83806,94593,1391,1174,937,237,-9,1162,1153,1,791,12.502995287,9.9789664262,2.5240288613,-0.095849197,12.375196358,12.27934716
GA,Georgia,Ware County,36312,36298,35734,147,476,455,21,-6,133,127,-1,2468,13.348102242,12.759215378,0.5888868636,-0.16825339,3.7296168029,3.5613634133
GA,Georgia,Warren County,5834,5834,5254,7,61,68,-7,1,13,14,0,89,11.617941148,12.95114751,-1.333206361,0.1904580516,2.475954671,2.6664127226
GA,Georgia,Washington County,21187,21182,20374,-36,219,227,-8,1,-28,-27,-1,1878,10.739505689,11.131816399,-0.39231071,0.0490388388,-1.373087485,-1.324048647
GA,Georgia,Wayne County,30099,30097,29927,117,360,358,2,8,108,116,-1,2065,12.052831578,11.985871403,0.0669601754,0.2678407017,3.6158494735,3.8836901753
GA,Georgia,Webster County,2799,2799,2607,1,23,22,1,0,0,0,0,0,8.8240936121,8.4404373681,0.383656244,0.0,0.0,0.0
GA,Georgia,Wheeler County,7421,7431,7855,-43,64,63,1,0,-44,-44,0,2511,8.1254364248,7.9984764807,0.1269599441,0.0,-5.586237542,-5.586237542
IL,Illinois,Calhoun County,5089,5089,4739,-90,39,56,-17,1,-74,-73,0,90,8.152173913,11.705685619,-3.553511706,0.2090301003,-15.46822742,-15.25919732
IL,Illinois,Carroll County,15387,15394,14305,-9,131,192,-61,2,51,53,-1,223,9.154757329,13.417659597,-4.262902268,0.1397672875,3.5640658304,3.7038331179
IL,Illinois,Cass County,13642,13641,12147,-165,167,130,37,44,-247,-203,1,184,13.655505131,10.630033934,3.0254711967,3.5978576393,-20.19706448,-16.59920684
IL,Illinois,Champaign County,201081,201081,209689,-229,2232,1389,843,1608,-2697,-1089,17,16386,10.638526049,6.6204805926,4.0180454568,7.6643144657,-12.85488564,-5.190571177
IL,Illinois,Christian County,34800,34795,32304,-349,324,396,-72,-1,-275,-276,-1,1594,9.9758301646,12.192681312,-2.216851148,-0.030789599,-8.4671398,-8.497929399
IL,Illinois,Clark County,16335,16335,15441,-159,168,199,-31,-3,-125,-128,0,221,10.824393544,12.821751877,-1.997358333,-0.193292742,-8.053864244,-8.247156986
IL,Illinois,Clay County,13815,13815,13184,-82,144,173,-29,1,-53,-52,-1,305,10.888468809,13.081285444,-2.192816635,0.0756143667,-4.007561437,-3.93194707
IL,Illinois,Clinton County,37762,37762,37562,-135,413,367,46,-2,-180,-182,1,2069,10.97543151,9.7529863538,1.2224451561,-0.053149789,-4.783481045,-4.836630835
IL,Illinois,Coles County,53873,53876,50621,-208,452,500,-48,51,-210,-159,-1,3298,8.9107934943,9.8570724495,-0.946278955,1.0054213898,-4.139970429,-3.134549039
IL,Illinois,Cook County,5194675,5195026,5150233,-21727,61822,42432,19390,11637,-52810,-41173,56,90978,11.978462329,8.2215087433,3.7569535853,2.254753423,-10.23232176,-7.977568333
IL,Illinois,Crawford County,19817,19818,18667,-163,196,217,-21,-2,-140,-142,0,1493,10.454169667,11.574259274,-1.120089607,-0.106675201,-7.467264048,-7.573939248
IL,Illinois,Cumberland County,11048,11045,10766,-38,119,109,10,0,-48,-48,0,117,11.033843301,10.106629578,0.9272137228,0.0,-4.450625869,-4.450625869
IL,Illinois,DeKalb County,105160,105162,104897,548,1107,729,378,198,-26,172,-2,5646,10.580847424,6.9678751326,3.612972291,1.8925092953,-0.248511322,1.6439979737
IL,Illinois,De Witt County,16561,16558,15638,-156,162,205,-43,0,-112,-112,-1,249,10.307966404,13.04403156,-2.736065157,0.0,-7.126495291,-7.126495291
IL,Illinois,Douglas County,19980,19977,19465,7,246,175,71,-3,-61,-64,0,168,12.640341186,8.9921126326,3.6482285538,-0.154150502,-3.134393546,-3.288544049
ID,Idaho,Butte County,2891,2893,2597,10,30,26,4,0,7,7,-1,18,11.574074074,10.030864198,1.5432098765,0.0,2.700617284,2.700617284
ID,Idaho,Camas County,1117,1117,1106,-15,10,6,4,0,-18,-18,-1,0,8.9806915132,5.3884149079,3.5922766053,0.0,-16.16524472,-16.16524472
ID,Idaho,Canyon County,188923,188922,229849,6613,3099,1547,1552,-96,5132,5036,25,3304,13.679552402,6.828740744,6.8508116579,-0.423761546,22.653585972,22.229824426
ID,Idaho,Caribou County,6963,6963,7155,118,98,60,38,7,73,80,0,32,13.81059752,8.4554678692,5.3551296505,0.9864712514,10.287485908,11.273957159
ID,Idaho,Cassia County,22952,22964,24030,239,391,185,206,3,31,34,-1,278,16.352648418,7.7371865917,8.6154618264,0.1254678907,1.296501537,1.4219694277
ID,Idaho,Clark County,982,982,845,-6,8,2,6,2,-14,-12,0,2,9.4339622642,2.358490566,7.0754716981,2.358490566,-16.50943396,-14.1509434
ID,Idaho,Clearwater County,8761,8761,8756,-2,72,96,-24,0,22,22,0,742,8.2219938335,10.962658445,-2.740664611,0.0,2.5122758936,2.5122758936
ID,Idaho,Custer County,4368,4366,4315,65,33,38,-5,0,69,69,1,21,7.7057793345,8.8733216579,-1.167542323,0.0,16.112084063,16.112084063
ID,Idaho,Elmore County,27038,27040,27511,149,456,195,261,40,-153,-113,1,724,16.620195725,7.1073205402,9.5128751845,1.4579119057,-5.576513039,-4.118601134
ID,Idaho,Franklin County,12786,12786,13876,172,202,105,97,-14,90,76,-1,102,14.648295867,7.614213198,7.0340826686,-1.015228426,6.5264684554,5.511240029
ID,Idaho,Fremont County,13242,13237,13099,-56,183,92,91,5,-151,-146,-1,448,13.940732841,7.0084558543,6.9322769864,0.3808943399,-11.50300907,-11.12211473
ID,Idaho,Gem County,16719,16719,18112,525,200,203,-3,-1,528,527,1,148,11.204795653,11.372867587,-0.168071935,-0.056023978,29.580660523,29.524636544
ID,Idaho,Gooding County,15464,15472,15179,63,191,117,74,0,-9,-9,-2,31,12.609341475,7.7240468724,4.8852946031,0.0,-0.594157452,-0.594157452
ID,Idaho,Idaho County,16267,16267,16667,191,149,179,-30,1,219,220,1,520,8.9913405546,10.801677579,-1.810337024,0.0603445675,13.215460278,13.275804846
ID,Idaho,Jefferson County,26140,26144,29871,466,496,163,333,-1,135,134,-1,141,16.735272286,5.4996963358,11.23557595,-0.033740468,4.5549632229,4.5212227546
ID,Idaho,Jerome County,22374,22355,24412,346,367,152,215,93,41,134,-3,116,15.140888651,6.2708857626,8.8700028879,3.8367919469,1.6914889228,5.5282808697
ID,Idaho,Kootenai County,138494,138466,165697,4488,1815,1503,312,-118,4277,4159,17,1476,11.104109438,9.1953038488,1.9088055894,-0.721920063,26.166543288,25.444623225
ID,Idaho,Latah County,37244,37243,40108,279,422,215,207,52,20,72,0,2773,10.558314673,5.3792361485,5.1790785243,1.3010245568,0.5003940603,1.8014186172
ID,Idaho,Lemhi County,7936,7936,8027,95,75,99,-24,-4,124,120,-1,80,9.3990851557,12.406792406,-3.00770725,-0.501284542,15.539820791,15.038536249
ID,Idaho,Lewis County,3821,3821,3838,6,34,37,-3,3,7,10,-1,72,8.8657105606,9.6479791395,-0.782268579,0.7822685789,1.8252933507,2.6075619296
ID,Idaho,Lincoln County,5208,5206,5366,-32,66,41,25,23,-78,-55,-2,37,12.26309922,7.6179858789,4.6451133408,4.2735042735,-14.49275362,-10.21924935
ID,Idaho,Madison County,37536,37548,39907,646,1108,141,967,-12,-305,-317,-4,625,27.991107518,3.5620452708,24.429062247,-0.303152789,-7.705133387,-8.008286176
ID,Idaho,Minidoka County,20069,20055,21039,320,308,179,129,3,188,191,0,82,14.751664352,8.5732075291,6.1784568226,0.1436850424,9.0042626563,9.1479476986
ID,Idaho,Nez Perce County,39265,39270,40408,152,457,452,5,-20,170,150,-3,1048,11.330953089,11.206982049,0.1239710404,-0.495884161,4.2150153724,3.7191312109
ID,Idaho,Oneida County,4286,4286,4531,69,54,41,13,-3,61,58,-2,50,12.009340598,9.1182030468,2.8911375514,-0.667185589,13.566106972,12.898921383
ID,Idaho,Owyhee County,11526,11526,11823,154,141,94,47,-5,110,105,2,166,12.004086498,8.0027243317,4.0013621658,-0.425676826,9.3648901754,8.9392133492
